,nIA-ClK,nIA-ClK,nIA-ClK,nIA-ClK,nIA-ClK,nIA-ClK,nIA-ClK,nIA-ClK,nIA-ClK
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.743445761735232,0.0,0.0,0.743445761735232,0.0,0.0,0.743445761735232
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0157883964972331,0.0,0.0,0.0157883964972331,0.0,0.0,0.0157883964972331,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0174849396219788,0.0,0.0,0.0174849396219788,0.0,0.0,0.0174849396219788,0.0
57,0.0,0.0,0.666621824553287,0.0,0.0,0.666621824553287,0.0,0.0,0.666621824553287
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0.0,0.012758001427187,0.0,0.0,0.012758001427187,0.0,0.0,0.012758001427187,0.0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,0.00817318592192778,0.0,0.0,0.00817318592192778,0.0,0.0,0.00817318592192778,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0.0,0.0,0.98012241941264,0.0,0.0,0.98012241941264,0.0,0.0,0.98012241941264
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0.0,0.0308607032960274,0.0,0.0,0.0308607032960274,0.0,0.0,0.0308607032960274,0.0
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,0.248354299439675,0.464781665693518,0.0,0.248354299439675,0.464781665693518,0.0,0.248354299439675,0.464781665693518,0.0
95,0.57668480586013,0.598784507359276,0.0,0.57668480586013,0.598784507359276,0.0,0.57668480586013,0.598784507359276,0.0
96,0.669952907981796,0.666918476673031,0.0,0.669952907981796,0.666918476673031,0.0,0.669952907981796,0.666918476673031,0.0
97,0.633840552500966,2.39593954489549,0.0,0.633840552500966,2.39593954489549,0.0,0.633840552500966,2.39593954489549,0.0
98,0.0,63.2131189766011,0.0,0.0,63.2131189766011,0.0,0.0,63.2131189766011,0.0
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,18.620118047543,0.0,0.0,18.620118047543,0.0,0.0,18.620118047543,0.0,0.0
102,59.944999312335,100.0,0.0,59.944999312335,100.0,0.0,59.944999312335,100.0,0.0
103,100.0,92.7483286601152,0.0,100.0,92.7483286601152,0.0,100.0,92.7483286601152,0.0
104,94.7702134932258,80.0174369155441,0.0,94.7702134932258,80.0174369155441,0.0,94.7702134932258,80.0174369155441,0.0
105,59.4523975173971,55.7250964320312,0.0,59.4523975173971,55.7250964320312,0.0,59.4523975173971,55.7250964320312,0.0
106,30.5142149194528,34.1427148376868,0.0,30.5142149194528,34.1427148376868,0.0,30.5142149194528,34.1427148376868,0.0
107,16.7149330114125,21.4526416898043,0.0,16.7149330114125,21.4526416898043,0.0,16.7149330114125,21.4526416898043,0.0
108,11.2157403399054,14.4524644635647,0.0,11.2157403399054,14.4524644635647,0.0,11.2157403399054,14.4524644635647,0.0
109,7.05066999712557,10.26860181187,0.0,7.05066999712557,10.26860181187,0.0,7.05066999712557,10.26860181187,0.0
110,5.66202900681004,7.66654317391456,0.0,5.66202900681004,7.66654317391456,0.0,5.66202900681004,7.66654317391456,0.0
111,4.64367591174024,6.64166935515392,0.0,4.64367591174024,6.64166935515392,0.0,4.64367591174024,6.64166935515392,0.0
112,3.79132109006799,6.00508977952084,11.7040734123227,3.79132109006799,6.00508977952084,11.7040734123227,3.79132109006799,6.00508977952084,11.7040734123227
113,2.69826546923022,4.81352657882365,9.55629934572325,2.69826546923022,4.81352657882365,9.55629934572325,2.69826546923022,4.81352657882365,9.55629934572325
114,1.94141217265858,3.13567599555426,14.2499206649379,1.94141217265858,3.13567599555426,14.2499206649379,1.94141217265858,3.13567599555426,14.2499206649379
115,1.36923565995888,2.56170028381579,34.9281390239552,1.36923565995888,2.56170028381579,34.9281390239552,1.36923565995888,2.56170028381579,34.9281390239552
116,1.03746367769244,2.15325643607169,75.2497671940136,1.03746367769244,2.15325643607169,75.2497671940136,1.03746367769244,2.15325643607169,75.2497671940136
117,0.857824168446785,1.98844292209232,100.0,0.857824168446785,1.98844292209232,100.0,0.857824168446785,1.98844292209232,100.0
118,0.724857305592782,1.77573177794828,89.3986520460127,0.724857305592782,1.77573177794828,89.3986520460127,0.724857305592782,1.77573177794828,89.3986520460127
119,0.573863734339628,1.61940181901996,71.8080529176444,0.573863734339628,1.61940181901996,71.8080529176444,0.573863734339628,1.61940181901996,71.8080529176444
120,0.464642098766917,1.47527905156116,55.4761233367405,0.464642098766917,1.47527905156116,55.4761233367405,0.464642098766917,1.47527905156116,55.4761233367405
121,0.390645995208108,1.37713476402188,41.2254617858344,0.390645995208108,1.37713476402188,41.2254617858344,0.390645995208108,1.37713476402188,41.2254617858344
122,0.362516816374035,1.3461654938481,27.0042135260302,0.362516816374035,1.3461654938481,27.0042135260302,0.362516816374035,1.3461654938481,27.0042135260302
123,0.329142991097484,1.22291056771641,18.6783071708025,0.329142991097484,1.22291056771641,18.6783071708025,0.329142991097484,1.22291056771641,18.6783071708025
124,0.284722943127111,1.15399598760954,13.5074583938764,0.284722943127111,1.15399598760954,13.5074583938764,0.284722943127111,1.15399598760954,13.5074583938764
125,0.247714366582969,1.07748411961524,9.34007526172535,0.247714366582969,1.07748411961524,9.34007526172535,0.247714366582969,1.07748411961524,9.34007526172535
126,0.235016855833075,1.06932994050956,7.72736088808382,0.235016855833075,1.06932994050956,7.72736088808382,0.235016855833075,1.06932994050956,7.72736088808382
127,0.202901738097728,1.06024258621088,5.24904651402635,0.202901738097728,1.06024258621088,5.24904651402635,0.202901738097728,1.06024258621088,5.24904651402635
128,0.193625196878015,1.04988270998499,4.330232703893,0.193625196878015,1.04988270998499,4.330232703893,0.193625196878015,1.04988270998499,4.330232703893
129,0.0,0.991898833765775,0.0,0.0,0.991898833765775,0.0,0.0,0.991898833765775,0.0
130,0.18276900390415,0.955975101272396,0.0,0.18276900390415,0.955975101272396,0.0,0.18276900390415,0.955975101272396,0.0
131,0.170779191915527,0.945210218401609,2.40162085998357,0.170779191915527,0.945210218401609,2.40162085998357,0.170779191915527,0.945210218401609,2.40162085998357
132,0.171352798383876,0.876170153650944,0.0,0.171352798383876,0.876170153650944,0.0,0.171352798383876,0.876170153650944,0.0
133,0.138859155787212,0.858006039016748,3.39147553147874,0.138859155787212,0.858006039016748,3.39147553147874,0.138859155787212,0.858006039016748,3.39147553147874
134,0.130093466277331,0.813380073944095,3.49016431929099,0.130093466277331,0.813380073944095,3.49016431929099,0.130093466277331,0.813380073944095,3.49016431929099
135,0.147095198394493,0.813687072266755,3.11083808878929,0.147095198394493,0.813687072266755,3.11083808878929,0.147095198394493,0.813687072266755,3.11083808878929
136,0.127493061727428,0.772980930213687,2.63195870351242,0.127493061727428,0.772980930213687,2.63195870351242,0.127493061727428,0.772980930213687,2.63195870351242
137,0.0,0.791576621378981,0.0,0.0,0.791576621378981,0.0,0.0,0.791576621378981,0.0
138,0.0,0.786724246340702,0.0,0.0,0.786724246340702,0.0,0.0,0.786724246340702,0.0
139,0.107458622046326,0.743388591989011,0.0,0.107458622046326,0.743388591989011,0.0,0.107458622046326,0.743388591989011,0.0
140,0.116461397159797,0.759345763154389,1.91623243107681,0.116461397159797,0.759345763154389,1.91623243107681,0.116461397159797,0.759345763154389,1.91623243107681
141,0.118807115983401,0.698599978423213,0.0,0.118807115983401,0.698599978423213,0.0,0.118807115983401,0.698599978423213,0.0
142,0.0,0.702443604221175,2.66930077427428,0.0,0.702443604221175,2.66930077427428,0.0,0.702443604221175,2.66930077427428
143,0.14807525090648,0.685912432870304,0.0,0.14807525090648,0.685912432870304,0.0,0.14807525090648,0.685912432870304,0.0
144,0.0,0.664900921540189,0.0,0.0,0.664900921540189,0.0,0.0,0.664900921540189,0.0
145,0.193481190935726,0.695535490460928,0.0,0.193481190935726,0.695535490460928,0.0,0.193481190935726,0.695535490460928,0.0
146,0.0,0.651438940284982,0.0,0.0,0.651438940284982,0.0,0.0,0.651438940284982,0.0
147,0.169826530952541,0.65732561471001,0.0,0.169826530952541,0.65732561471001,0.0,0.169826530952541,0.65732561471001,0.0
148,0.0,0.645885097590093,0.0,0.0,0.645885097590093,0.0,0.0,0.645885097590093,0.0
149,0.156899267983519,0.621810118037462,0.0,0.156899267983519,0.621810118037462,0.0,0.156899267983519,0.621810118037462,0.0
150,0.0,0.63103360759529,0.0,0.0,0.63103360759529,0.0,0.0,0.63103360759529,0.0
151,0.0,0.601453676204469,0.0,0.0,0.601453676204469,0.0,0.0,0.601453676204469,0.0
152,0.0,0.598964434776284,0.0,0.0,0.598964434776284,0.0,0.0,0.598964434776284,0.0
153,0.0912938260112361,0.590185608409922,2.2273946415251,0.0912938260112361,0.590185608409922,2.2273946415251,0.0912938260112361,0.590185608409922,2.2273946415251
154,0.0932756324210809,0.568576472923,0.0,0.0932756324210809,0.568576472923,0.0,0.0932756324210809,0.568576472923,0.0
155,0.0,0.579654585859478,2.57665546538463,0.0,0.579654585859478,2.57665546538463,0.0,0.579654585859478,2.57665546538463
156,0.0776978738121786,0.580728428488378,0.0,0.0776978738121786,0.580728428488378,0.0,0.0776978738121786,0.580728428488378,0.0
157,0.0,0.57233449723258,0.0,0.0,0.57233449723258,0.0,0.0,0.57233449723258,0.0
158,0.0855935319475168,0.573806038371366,0.0,0.0855935319475168,0.573806038371366,0.0,0.0855935319475168,0.573806038371366,0.0
159,0.0,0.564182017693183,0.0,0.0,0.564182017693183,0.0,0.0,0.564182017693183,0.0
160,0.0748160981647409,0.565147541297738,0.0,0.0748160981647409,0.565147541297738,0.0,0.0748160981647409,0.565147541297738,0.0
161,0.0769627088100287,0.552279501805728,0.0,0.0769627088100287,0.552279501805728,0.0,0.0769627088100287,0.552279501805728,0.0
162,0.0,0.542630214242159,0.0,0.0,0.542630214242159,0.0,0.0,0.542630214242159,0.0
163,0.0,0.531147774487297,0.0,0.0,0.531147774487297,0.0,0.0,0.531147774487297,0.0
164,0.0,0.544615704224489,0.0,0.0,0.544615704224489,0.0,0.0,0.544615704224489,0.0
165,0.0665028716859968,0.545031928006844,0.0,0.0665028716859968,0.545031928006844,0.0,0.0665028716859968,0.545031928006844,0.0
166,0.0,0.524750550351287,0.0,0.0,0.524750550351287,0.0,0.0,0.524750550351287,0.0
167,0.0712882852970504,0.516013080097776,1.61719011658591,0.0712882852970504,0.516013080097776,1.61719011658591,0.0712882852970504,0.516013080097776,1.61719011658591
168,0.0,0.492005120108848,1.71962321446482,0.0,0.492005120108848,1.71962321446482,0.0,0.492005120108848,1.71962321446482
169,0.0,0.505422176162012,0.0,0.0,0.505422176162012,0.0,0.0,0.505422176162012,0.0
170,0.0,0.536912136792262,0.0,0.0,0.536912136792262,0.0,0.0,0.536912136792262,0.0
171,0.0,0.520577095390283,1.66205891525219,0.0,0.520577095390283,1.66205891525219,0.0,0.520577095390283,1.66205891525219
172,0.0,0.484777941105342,0.0,0.0,0.484777941105342,0.0,0.0,0.484777941105342,0.0
173,0.0,0.484042255514263,0.0,0.0,0.484042255514263,0.0,0.0,0.484042255514263,0.0
174,0.0,0.512826619928685,0.0,0.0,0.512826619928685,0.0,0.0,0.512826619928685,0.0
175,0.0,0.497672663787973,0.0,0.0,0.497672663787973,0.0,0.0,0.497672663787973,0.0
176,0.0,0.492626764802434,0.0,0.0,0.492626764802434,0.0,0.0,0.492626764802434,0.0
177,0.0,0.519836594361407,0.0,0.0,0.519836594361407,0.0,0.0,0.519836594361407,0.0
178,0.0425464599076245,0.471839737852008,0.0,0.0425464599076245,0.471839737852008,0.0,0.0425464599076245,0.471839737852008,0.0
179,0.0,0.497939382389759,0.0,0.0,0.497939382389759,0.0,0.0,0.497939382389759,0.0
180,0.0,0.478990804612204,0.0,0.0,0.478990804612204,0.0,0.0,0.478990804612204,0.0
181,0.0,0.473224629436539,0.0,0.0,0.473224629436539,0.0,0.0,0.473224629436539,0.0
182,0.0,0.46725555437296,0.0,0.0,0.46725555437296,0.0,0.0,0.46725555437296,0.0
183,0.0,0.467512018924847,0.0,0.0,0.467512018924847,0.0,0.0,0.467512018924847,0.0
184,0.0,0.453508187612974,0.0,0.0,0.453508187612974,0.0,0.0,0.453508187612974,0.0
185,0.0,0.480475035845892,0.0,0.0,0.480475035845892,0.0,0.0,0.480475035845892,0.0
186,0.0,0.470377657632189,0.0,0.0,0.470377657632189,0.0,0.0,0.470377657632189,0.0
187,0.0,0.456318760372793,0.0,0.0,0.456318760372793,0.0,0.0,0.456318760372793,0.0
188,0.0,0.448994366177982,0.0,0.0,0.448994366177982,0.0,0.0,0.448994366177982,0.0
189,0.0,0.442850943940019,0.0,0.0,0.442850943940019,0.0,0.0,0.442850943940019,0.0
190,0.0,0.437314691756145,0.0,0.0,0.437314691756145,0.0,0.0,0.437314691756145,0.0
191,0.0,0.414187815253683,0.0,0.0,0.414187815253683,0.0,0.0,0.414187815253683,0.0
192,0.0,0.449858567306052,0.0,0.0,0.449858567306052,0.0,0.0,0.449858567306052,0.0
193,0.0,0.435308155478028,0.0,0.0,0.435308155478028,0.0,0.0,0.435308155478028,0.0
194,0.0550650937930964,0.4048752684227,0.0,0.0550650937930964,0.4048752684227,0.0,0.0550650937930964,0.4048752684227,0.0
195,0.0,0.405048850792257,0.0,0.0,0.405048850792257,0.0,0.0,0.405048850792257,0.0
196,0.0,0.414931772067332,0.0,0.0,0.414931772067332,0.0,0.0,0.414931772067332,0.0
197,0.0,0.410894848930947,0.0,0.0,0.410894848930947,0.0,0.0,0.410894848930947,0.0
198,0.0,0.404890111301559,0.0,0.0,0.404890111301559,0.0,0.0,0.404890111301559,0.0
199,0.0,0.377711497109958,0.0,0.0,0.377711497109958,0.0,0.0,0.377711497109958,0.0
200,0.0,0.381210252583286,0.0,0.0,0.381210252583286,0.0,0.0,0.381210252583286,0.0
201,0.0,0.412643221090894,0.0,0.0,0.412643221090894,0.0,0.0,0.412643221090894,0.0
202,0.0,0.367556107033844,0.0,0.0,0.367556107033844,0.0,0.0,0.367556107033844,0.0
203,0.0,0.381920954550026,0.0,0.0,0.381920954550026,0.0,0.0,0.381920954550026,0.0
204,0.0,0.374965734477675,0.0,0.0,0.374965734477675,0.0,0.0,0.374965734477675,0.0
205,0.0,0.357914920736217,0.0,0.0,0.357914920736217,0.0,0.0,0.357914920736217,0.0
206,0.0,0.375537440248688,0.0,0.0,0.375537440248688,0.0,0.0,0.375537440248688,0.0
207,0.0,0.382154333326589,0.0,0.0,0.382154333326589,0.0,0.0,0.382154333326589,0.0
208,0.0,0.341152580044949,0.0,0.0,0.341152580044949,0.0,0.0,0.341152580044949,0.0
209,0.0,0.32872778743917,0.0,0.0,0.32872778743917,0.0,0.0,0.32872778743917,0.0
210,0.0,0.358719013870129,0.0,0.0,0.358719013870129,0.0,0.0,0.358719013870129,0.0
211,0.0,0.369116053945376,0.0,0.0,0.369116053945376,0.0,0.0,0.369116053945376,0.0
212,0.0,0.340745363963887,0.0,0.0,0.340745363963887,0.0,0.0,0.340745363963887,0.0
213,0.0,0.346843266151608,0.0,0.0,0.346843266151608,0.0,0.0,0.346843266151608,0.0
214,0.0,0.343418130224376,0.0,0.0,0.343418130224376,0.0,0.0,0.343418130224376,0.0
215,0.0,0.326696777406599,0.0,0.0,0.326696777406599,0.0,0.0,0.326696777406599,0.0
216,0.0,0.326231351180393,0.0,0.0,0.326231351180393,0.0,0.0,0.326231351180393,0.0
217,0.0,0.333071000745597,0.0,0.0,0.333071000745597,0.0,0.0,0.333071000745597,0.0
218,0.0,0.341954293786067,0.0,0.0,0.341954293786067,0.0,0.0,0.341954293786067,0.0
219,0.0,0.337891055698422,0.0,0.0,0.337891055698422,0.0,0.0,0.337891055698422,0.0
220,0.0,0.352841205515869,0.0,0.0,0.352841205515869,0.0,0.0,0.352841205515869,0.0
221,0.0,0.326081251151626,0.0,0.0,0.326081251151626,0.0,0.0,0.326081251151626,0.0
222,0.0,0.315032682342342,0.0,0.0,0.315032682342342,0.0,0.0,0.315032682342342,0.0
223,0.0,0.332415959574579,0.0,0.0,0.332415959574579,0.0,0.0,0.332415959574579,0.0
224,0.0,0.30855461550354,0.0,0.0,0.30855461550354,0.0,0.0,0.30855461550354,0.0
225,0.0,0.321481318358369,0.0,0.0,0.321481318358369,0.0,0.0,0.321481318358369,0.0
226,0.0,0.288713708775955,0.0,0.0,0.288713708775955,0.0,0.0,0.288713708775955,0.0
227,0.0,0.316721909595691,0.0,0.0,0.316721909595691,0.0,0.0,0.316721909595691,0.0
228,0.0,0.290685942141289,0.0,0.0,0.290685942141289,0.0,0.0,0.290685942141289,0.0
229,0.0,0.332012879104802,0.0,0.0,0.332012879104802,0.0,0.0,0.332012879104802,0.0
230,0.0,0.305296943507251,0.0,0.0,0.305296943507251,0.0,0.0,0.305296943507251,0.0
231,0.0,0.300680978138737,0.0,0.0,0.300680978138737,0.0,0.0,0.300680978138737,0.0
232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,0.0,0.282481002656001,0.0,0.0,0.282481002656001,0.0,0.0,0.282481002656001,0.0
234,0.0,0.280828967578113,0.0,0.0,0.280828967578113,0.0,0.0,0.280828967578113,0.0
235,0.0,0.284158814489159,0.0,0.0,0.284158814489159,0.0,0.0,0.284158814489159,0.0
236,0.0,0.288259528013312,0.0,0.0,0.288259528013312,0.0,0.0,0.288259528013312,0.0
237,0.0,0.270991906266536,0.0,0.0,0.270991906266536,0.0,0.0,0.270991906266536,0.0
238,0.0,0.313289465533448,0.0,0.0,0.313289465533448,0.0,0.0,0.313289465533448,0.0
239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,0.0,0.289925584513023,0.0,0.0,0.289925584513023,0.0,0.0,0.289925584513023,0.0
241,0.0,0.299228273859572,0.0,0.0,0.299228273859572,0.0,0.0,0.299228273859572,0.0
242,0.0,0.279273836104379,0.0,0.0,0.279273836104379,0.0,0.0,0.279273836104379,0.0
243,0.0,0.259128253794719,0.0,0.0,0.259128253794719,0.0,0.0,0.259128253794719,0.0
244,0.0,0.265832221318446,0.0,0.0,0.265832221318446,0.0,0.0,0.265832221318446,0.0
245,0.0,0.278415668436609,0.0,0.0,0.278415668436609,0.0,0.0,0.278415668436609,0.0
246,0.0,0.261254156278011,0.0,0.0,0.261254156278011,0.0,0.0,0.261254156278011,0.0
247,0.0,0.251981350971913,0.0,0.0,0.251981350971913,0.0,0.0,0.251981350971913,0.0
248,0.0,0.261034742271061,0.0,0.0,0.261034742271061,0.0,0.0,0.261034742271061,0.0
249,0.0,0.241087782607507,0.0,0.0,0.241087782607507,0.0,0.0,0.241087782607507,0.0
250,0.0451606552944176,0.249107186107058,0.0,0.0451606552944176,0.249107186107058,0.0,0.0451606552944176,0.249107186107058,0.0
251,0.0,0.240359461803648,0.0,0.0,0.240359461803648,0.0,0.0,0.240359461803648,0.0
252,0.0,0.271993149089109,0.0,0.0,0.271993149089109,0.0,0.0,0.271993149089109,0.0
253,0.0,0.238144558699412,0.0,0.0,0.238144558699412,0.0,0.0,0.238144558699412,0.0
254,0.0,0.255366008895539,0.0,0.0,0.255366008895539,0.0,0.0,0.255366008895539,0.0
255,0.0,0.236282032337552,0.0,0.0,0.236282032337552,0.0,0.0,0.236282032337552,0.0
256,0.0,0.241446787658382,0.0,0.0,0.241446787658382,0.0,0.0,0.241446787658382,0.0
257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,0.0,0.231165374742491,0.0,0.0,0.231165374742491,0.0,0.0,0.231165374742491,0.0
260,0.0,0.229508198476601,0.0,0.0,0.229508198476601,0.0,0.0,0.229508198476601,0.0
261,0.0,0.230825503975335,0.0,0.0,0.230825503975335,0.0,0.0,0.230825503975335,0.0
262,0.0,0.220020567992513,0.0,0.0,0.220020567992513,0.0,0.0,0.220020567992513,0.0
263,0.0,0.208958983338123,0.0,0.0,0.208958983338123,0.0,0.0,0.208958983338123,0.0
264,0.0,0.220123689176647,0.0,0.0,0.220123689176647,0.0,0.0,0.220123689176647,0.0
265,0.0,0.217163497931841,0.0,0.0,0.217163497931841,0.0,0.0,0.217163497931841,0.0
266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,0.0,0.199537848384801,0.0,0.0,0.199537848384801,0.0,0.0,0.199537848384801,0.0
269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,0.0549159748521972,0.0,0.0,0.0549159748521972,0.0,0.0,0.0549159748521972,0.0,0.0
271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
